title,release_date,release_year,popularity,vote_count,vote_average,names_actors,name_director,budget,revenue,return
You've Got Mail,1998-12-17,1998,10.237996,859.0,6.3,"['Tom Hanks', 'Meg Ryan', 'Katie Sagona', 'Greg Kinnear', 'Parker Posey', 'Jean Stapleton', 'Steve Zahn', 'Heather Burns', 'Dabney Coleman', 'Hallee Hirsh', 'Dave Chappelle', 'John Randolph', 'Cara Seymour', 'Deborah Rush', 'Sara Ramirez', 'Chris Messina']",Nora Ephron,65000000.0,250821495.0,3.8587922307692306
A Soldier's Story,1984-09-14,1984,12.019262,54.0,6.2,"['Howard Rollins', 'Adolph Caesar', 'Art Evans', 'Robert Townsend', 'Denzel Washington', 'David Alan Grier', 'David Harris', 'Dennis Lipscomb', 'Patti LaBelle', 'Wings Hauser', 'Larry Riley', 'William Allen Young', 'Scott Paulin', 'John Hancock', 'Trey Wilson', 'Patricia Brandkamp', 'Carl Dreher', 'Vaughn Reeves', 'Michael Anthony Williams', 'Bobby McGee', 'Rick Ramey']",Norman Jewison,6000000.0,21821347.0,3.6368911666666666
The Devil's Hand,2014-10-10,2014,3.454884,40.0,4.7,"['Rufus Sewell', 'Alycia Debnam-Carey', 'Adelaide Kane', 'Leah Pipes', 'Thomas McDonell', 'Jennifer Carpenter', 'Jim McKeny', 'Katie Garfield', 'Ric Reitz', 'Ethan Alexander McGee', 'Jon Stafford', 'Jane McNeill', 'Holli Saperstein', 'Stacy Rabon', 'Robin Dale Robertson', 'Nicole Elliott', 'Melissa Lozoff', 'Stacy Edwards']",Christian E. Christiansen,7000000.0,0.0,0.0
I Am Number Four,2011-02-18,2011,9.388376,1606.0,5.9,"['Alex Pettyfer', 'Timothy Olyphant', 'Teresa Palmer', 'Dianna Agron', 'Callan McAuliffe', 'Jake Abel', 'Kevin Durand', 'Garrett M. Brown', 'Patrick Sebes', 'Emily Wickersham', 'Jeff Hochendoner', 'Greg Townley', 'Reuben Langdon', 'Molly McGinnis', 'Brian Howe', 'Andy Owen', 'Sophia Caruso', 'Charles Carroll', 'L. Derek Leonidoff', 'Sabrina de Matteo', 'Cooper Thornton', 'Judith Hoag', 'Jack Walz', 'Bill Laing', 'Beau Mirchoff', 'Cody Johns', 'Isabella Robbins', 'Damien Walters', 'Jon Braver', 'Kevin Cassidy', 'Matt Leonard', ""Carrick O'Quinn"", 'Tim Sitarz', 'Steve Upton', 'Tucker Albrizzi', 'Karen Allen', 'Amelia Compton', 'Megan Follows', 'Brittany Forringer', 'Ally Hydeman', 'William Kania', 'Kira Marie', ""Andre' Mason"", 'Doug Michaels', 'Jackson Nunn', 'Brenna Roth', 'Zoe Simek', 'Michelle Vezzani', 'Morgan Wolk']",D.J. Caruso,50000000.0,144492830.0,2.8898566
The One,2001-11-02,2001,9.769047,445.0,5.7,"['Jet Li', 'Jason Statham', 'Carla Gugino', 'Delroy Lindo', 'James Morrison', 'Dylan Bruno', 'Richard Steinmetz', 'Steve Rankin', 'Tucker Smallwood', 'Harriet Sansom Harris', 'David Keats', 'Dean Norris', 'Darin Morgan', 'Mark Borchardt', 'Ron Zimmerman', 'Ashlyn Gere', 'Joel Stoffer', 'Archie Kao', 'Narinder Samra']",James Wong,49000000.0,72700000.0,1.4836734693877551
Joe Somebody,2001-12-21,2001,4.273193,40.0,5.5,"['Tim Allen', 'Julie Bowen', 'Kelly Lynch', 'Greg Germann', 'Jim Belushi', 'Hayden Panettiere', 'Patrick Warburton', 'Ken Marino', 'Wolfgang Bodison', 'Cristi Conaway', 'Robert Joy', 'Tina Lifford', 'James Cada', 'Tawnja Zahradka', 'Ahna Brandvik']",John Pasquin,38000000.0,0.0,0.0
Gone Baby Gone,2007-10-19,2007,6.148516,1034.0,7.2,"['Casey Affleck', 'Michelle Monaghan', 'Morgan Freeman', 'Ed Harris', 'John Ashton', 'Amy Ryan', 'Amy Madigan', 'Titus Welliver', 'Michael Kenneth Williams', 'Edi Gathegi', 'Mark Margolis', ""Madeline O'Brien"", 'Slaine', 'Matthew Maher', 'Trudi Goodman']",Ben Affleck,19000000.0,34619699.0,1.8220894210526315
The Nutcracker: The Untold Story,2010-11-24,2010,3.394928,52.0,5.3,"['Elle Fanning', 'Nathan Lane', 'John Turturro', 'Frances de la Tour', 'Charlie Rowe', 'Aaron Michael Drozin', 'Richard E. Grant', 'Yuliya Vysotskaya', 'Jonny Coyne', 'Shirley Henderson', 'Richard Philipps', 'Fernanda Dorogi']",Andrei Konchalovsky,90000000.0,16178959.0,0.1797662111111111
Lucky Numbers,2000-10-27,2000,3.385585,53.0,4.9,"['John Travolta', 'Lisa Kudrow', 'Tim Roth', ""Ed O'Neill"", 'Michael Rapaport', 'Daryl Mitchell', 'Bill Pullman', 'Richard Schiff', 'Michael Moore', 'Sam McMurray', 'Michael Weston', 'Maria Bamford', 'Caroline Aaron', ""John F. O'Donohue"", 'Colin Mochrie']",Nora Ephron,65000000.0,0.0,0.0
Memorial Day,2011-06-06,2011,2.715787,20.0,5.8,"['Jonathan Bennett', 'James Cromwell', 'Jackson Bond', 'Mary Kay Fortier-Spalding', 'Emily Fradenburgh', 'John Cromwell', 'Charles Hubbell', 'Steven Luke', 'Chris LeFevere', 'Corby Kelly']",Sam Fischer	,4200000.0,0.0,0.0
The Great Debaters,2007-12-27,2007,8.735448,153.0,6.9,"['Denzel Washington', 'Nate Parker', 'Forest Whitaker', 'Denzel Whitaker', 'Kimberly Elise', 'Jermaine Williams', 'Gina Ravera', 'John Heard', 'Devyn A. Tyler', 'Trenton McClain Boyd', 'Ritchie Montgomery', 'Jackson Walker', 'Tim Parati', 'Robert X. Golphin', 'Justice Leak', 'Glen Powell', 'Brad Watkins', 'Brian Smiar', 'Damien Leake', 'Voltaire Sterling', 'Stephen Rider', 'Gordon Danniels', 'Donny Boaz', 'Samuel Elliott Whisnant', 'Bonnie Johnson', 'Charissa Allen', 'Michael Beasley', 'Gary Mathis', 'Georges Wilson', 'Fahnlohnee R. Harris', 'Harold Evans', 'J.D. Evermore', 'Sharon Jones', 'Kelvin Payton', 'Southey Blanton', 'Michael Mattison', 'Jeff Braun', 'Milton R. Gipson', 'Frank Ridley', 'Jeremiah Kissel', 'Jack Radosta', 'Alvin Youngblood Hart', 'Dom Flemons', 'Justin Robinson', 'Rhiannon Giddens', 'Ahmad Powell', 'Marcus Lyle Brown', 'Jurnee Smollett', 'Gary Mattis']",Denzel Washington,15000000.0,30226144.0,2.0150762666666666
The Birth of a Nation,2016-09-09,2016,5.933047,181.0,6.4,"['Nate Parker', 'Armie Hammer', 'Aja Naomi King', 'Jackie Earle Haley', 'Penelope Ann Miller', 'Gabrielle Union', 'Mark Boone Junior', 'Aunjanue Ellis', 'Dwight Henry', 'Esther Scott', 'Roger Guenveur Smith', 'Jeryl Prescott', 'Colman Domingo', 'Dominic Bogart', 'Jason Stuart', 'Katie Garfield', 'Jayson Warner Smith', 'Steve Coulter', 'Aiden Flowers', 'Dane Davenport', 'Bradley Bowen', 'Chiké Okonkwo', 'Tony Espinosa', 'Kai Norris', 'Chris Greene', 'Kelvin Harrison', 'Justin Randell Brooke', 'Ryan Mulkay', 'Allen Phoenix', 'Vincent Anthony', 'Bobby Batson', 'Damon Bellmon', 'Gregory Black', 'Alkoya Brunson', 'Anthony Bryant', 'Victoria Budkey', 'Sheila Cochran', 'Logan Coffey', 'Kemuel Crossty', 'Nicole Davis', 'Morgen Dukes', 'Shannon Edwards']",Nate Parker,8500000.0,15861566.0,1.866066588235294
Better Living Through Chemistry,2014-03-14,2014,7.392294,99.0,5.9,"['Olivia Wilde', 'Michelle Monaghan', 'Sam Rockwell', 'Ray Liotta', 'Jane Fonda', 'Ben Schwartz', 'Peter Jacobson', 'Ken Howard', 'Norbert Leo Butz', 'Lauren White']",Geoff Moore,5000000.0,75143.0,0.0150286
P.S. I Love You,2007-11-15,2007,10.304881,1011.0,7.0,"['Hilary Swank', 'Gerard Butler', 'Lisa Kudrow', 'Harry Connick Jr.', 'Gina Gershon', 'Jeffrey Dean Morgan', 'Kathy Bates', 'James Marsters', 'Nellie McKay', 'Anne Kent', 'Brian McGrath', 'Dean Winters', 'Sherie Rene Scott', 'Susan Blackwell', 'Michael Countryman', 'Roger Rathburn', 'Rita Gardner', 'Brian Munn', 'Shepherd Frankel', 'Mike Doyle', 'Caris Vujcec', 'Alexandra McGuinness', 'Don Sparks']",Richard LaGravenese,30000000.0,156835339.0,5.2278446333333335
Into the Woods,2014-12-25,2014,9.580785,1688.0,5.6,"['Meryl Streep', 'Emily Blunt', 'James Corden', 'Anna Kendrick', 'Chris Pine', 'Tracey Ullman', 'Christine Baranski', 'Johnny Depp', 'Lilla Crawford', 'Daniel Huttlestone', 'Billy Magnussen', 'Mackenzie Mauzy', 'Tammy Blanchard', 'Lucy Punch', 'Frances de la Tour', 'Simon Russell Beale', 'Joanna Riding', 'Annette Crosbie', 'Richard Glover']",Rob Marshall,50000000.0,212902372.0,4.25804744
"Honey, I Shrunk the Kids",1989-06-22,1989,12.358786,756.0,6.1,"['Rick Moranis', 'Marcia Strassman', 'Matt Frewer', 'Kristine Sutherland', ""Amy O'Neill"", 'Robert Oliveri', 'Thomas Wilson Brown', 'Jared Rushton', 'Kimmy Robertson', 'Mark L. Taylor', 'Carl Steven']",Joe Johnston,32000000.0,222724172.0,6.960130375
The Boxtrolls,2014-09-10,2014,11.563909,689.0,6.6,"['Ben Kingsley', 'Isaac Hempstead-Wright', 'Elle Fanning', 'Dee Bradley Baker', 'Toni Collette', 'Jared Harris', 'Nick Frost', 'Richard Ayoade', 'Tracy Morgan', 'Simon Pegg', 'Nika Futterman', 'Pat Fraley', 'Fred Tatasciore', 'Max Mitchell', 'Maurice LaMarche', 'James Urbaniak', 'Brian George', 'Lori Tritel']",Anthony Stacchi,60000000.0,108255770.0,1.8042628333333333
21,2008-03-27,2008,8.33756,1406.0,6.5,"['Jim Sturgess', 'Kevin Spacey', 'Kate Bosworth', 'Aaron Yoo', 'Liza Lapira', 'Jacob Pitts', 'Laurence Fishburne', 'Jack McGee', 'Josh Gad', 'Sam Golzari', 'Helen Carey', 'Jack Gilpin', 'Ben Campbell']",Robert Luketic,35000000.0,69823199.0,1.994948542857143
Hellraiser: Deader,2005-06-07,2005,4.550477,69.0,4.4,"['Kari Wuhrer', 'Paul Rhys', 'Simon Kunz', 'Marc Warren', 'Georgina Rylance', 'Maria Pintea', 'Doug Bradley', 'Ionut Chermenski', 'Madalina Constantin', 'oana Abur']",Rick Bota,4000000.0,0.0,0.0
Christmas with the Kranks,2004-11-24,2004,7.584918,198.0,5.2,"['Tim Allen', 'Jamie Lee Curtis', 'Dan Aykroyd', 'M. Emmet Walsh', 'Elizabeth Franz', 'Erik Per Sullivan', 'Cheech Marin', 'Jake Busey', 'Austin Pendleton', 'Tom Poston', 'Julie Gonzalo', 'René Lavan', 'Caroline Rhea', 'Felicity Huffman', 'Patrick Breen', ""Patrick O'Connor"", 'Andrew Daly']",Joe Roth,60000000.0,0.0,0.0
Woman on Top,2000-09-22,2000,2.935127,48.0,5.5,"['Penélope Cruz', 'Murilo Benício', 'Mark Feuerstein', 'John de Lancie', 'Anne Ramsay', 'Ana Gasteyer', 'Harold Perrineau']",Fina Torres,8000000.0,0.0,0.0
The Assailant,2009-10-30,2009,0.658448,11.0,5.4,"['Aílton Carmo', 'Jéssica Barbosa', 'Sérgio Laurentino', 'Flávio Rocha', 'Irandhir Santos', 'Macalé', 'Leno Sacramento', 'Ânderson Santos de Jesus']",João Daniel Tikhomiroff,5000000.0,0.0,0.0
PK,2014-12-18,2014,12.58752,262.0,7.7,"['Aamir Khan', 'Anushka Sharma', 'Sushant Singh Rajput', 'Boman Irani', 'Sanjay Dutt', 'Parikshat Sahni', 'Saurabh Shukla', 'Rukhsar', 'Sachin Parikh', 'Ram Sethi', 'Reema Debnath', 'Rohitash Gaud', 'Brijendra Kala', 'Ranbir Kapoor', 'Rajeev Gupta']",Rajkumar Hirani,13000000.0,120000000.0,9.23076923076923
Bedevilled,2010-08-19,2010,6.375628,89.0,7.3,"['Seo Young-hee', 'Ji Seong-Won', 'Baek Su-Ryeon', 'Park Jeong-Hak', 'Bae Seong-woo', 'Woo Yong', 'Hwang Min-Ho', 'Je Min', 'Lee Ji-Eun', 'Son Young-soon', 'Tak Sung-Eun', 'Jeong Gi-Seop', 'Hong Seung-Jin']",Jang Cheol-Soo,700000.0,0.0,0.0
The Loft,2014-10-14,2014,14.443362,500.0,6.4,"['Karl Urban', 'James Marsden', 'Wentworth Miller', 'Eric Stonestreet', 'Matthias Schoenaerts', 'Isabel Lucas', 'Rachael Taylor', 'Rhona Mitra', 'Valerie Cruz', 'Kali Rocha', 'Elaine Cassidy', 'Margarita Levieva', 'Kristin Lehman', 'Robert Wisdom', 'Dora Madison', 'Laura Cayouette']",Erik Van Looy,14000000.0,10076790.0,0.7197707142857143
Tequila Sunrise,1988-12-02,1988,6.399977,116.0,6.0,"['Mel Gibson', 'Kurt Russell', 'J.T. Walsh', 'Michelle Pfeiffer', 'Raúl Juliá', 'Gabriel Damon', 'Arliss Howard', 'Arye Gross', 'Daniel Zacapa', 'Eric Thiele', 'Tom Nolan', 'Dawn Martel', 'Lala Sloatman', 'Budd Boetticher', 'Ann Magnuson', 'David Rees']",Robert Towne,23000000.0,0.0,0.0
Warsaw 44,2014-09-19,2014,4.277554,63.0,6.8,"['Józef Pawłowski', 'Zofia Wichłacz', 'Anna Próchniak', 'Tomasz Schuchardt', 'Max Riemelt', 'Michal Mikolajczak', 'Karolina Staniec', 'Jasmina Polak', 'Michał Żurawski', 'Mads Hjulmand', 'Antoni Królikowski']",Jan Komasa,6700000.0,0.0,0.0
Tinker Bell,2008-10-27,2008,9.066971,319.0,6.5,"['Mae Whitman', 'Kristin Chenoweth', 'Raven-Symoné', 'Lucy Liu', 'America Ferrera', 'Jane Horrocks', 'Jesse McCartney', 'Rob Paulsen', 'Jeff Bennett', 'Pamela Adlon', 'Anjelica Huston', 'Loreena McKennitt', 'Steve Valentine', 'Kathy Najimy', 'Richard Portnow', 'Gail Borges', 'America Young', 'Kathryn Cressida', 'Bob Bergen']",Bradley Raymond,48000000.0,0.0,0.0
Wicked Blood,2014-03-04,2014,3.188634,37.0,5.3,"['Abigail Breslin', 'James Purefoy', 'Sean Bean', 'Alexa PenaVega', 'Jake Busey', 'Lew Temple', 'Thomas Francis Murphy', 'Dodie Brown', 'J.D. Evermore', 'Ritchie Montgomery', 'Jody Quigley', 'Claire Frederiksen', 'Colby Arps', 'Casey Hendershot', 'Kaden Washington Lewis']",Mark Young,3500000.0,0.0,0.0
Tiny Furniture,2010-11-12,2010,2.799356,60.0,5.6,"['Lena Dunham', 'Laurie Simmons', 'Grace Dunham', 'Rachel Howe', 'Merritt Wever', 'Amy Seimetz', 'Alex Karpovsky', 'Jemima Kirke', 'Garland Hunter', 'Isen Ritchie', 'Sarah Sophie Flicker', 'David Call', 'Jody Lee Lipes', 'Charlotte Istel', 'Isabel Halley', 'Kyle Martin', 'Anna Bak-Kvapil', 'Nick Bentgen', 'Lance Edmands', 'Alex Ross Perry', 'Alice Wang']",Lena Dunham,65000.0,416498.0,6.4076615384615385
Impulse,2008-04-15,2008,1.2747,12.0,5.1,"['Angus Macfadyen', 'Willa Ford', 'Robert Moloney', 'Ron Selmour', 'Pablo Silveira', 'Lowela Jotie', 'Ingrid Torrance', 'Laura Soltis', 'Nancy Sivak', 'Michael Rogers', 'Richard Stroh', 'Peter Kawasaki', 'Toshi Haraguchi', 'Kathleen Duborg']",Charles T. Kanganis,2000000.0,0.0,0.0
Mimic 2,2001-07-17,2001,4.88911,54.0,4.8,"['Bruno Campos', 'Alix Koromzay', 'Will Estes', 'Edward Albert', 'Gaven E. Lucas', 'Jon Polito', ""Jim O'Heir"", 'Paul Schulze']",Jean de Segonzac,10000000.0,0.0,0.0
The Losers,2010-04-23,2010,12.798367,522.0,6.2,"['Jeffrey Dean Morgan', 'Zoe Saldana', 'Chris Evans', 'Idris Elba', 'Columbus Short', 'Óscar Jaenada', 'Jason Patric', 'Holt McCallany', 'Peter Macdissi', 'Peter Francis James', 'Tanee McCall', 'Ernesto Morales Ramos', 'Robert Slavonia', 'Gunner Wright', 'Isaac Santiago', ""Ramiro 'Ramir' Delgado Ruiz""]",Sylvain White,25000000.0,23580000.0,0.9432
Rules of Engagement,2000-04-07,2000,10.278274,178.0,6.0,"['Tommy Lee Jones', 'Samuel L. Jackson', 'Guy Pearce', 'Ben Kingsley', 'Bruce Greenwood', 'Anne Archer', 'Blair Underwood', 'Philip Baker Hall', 'Dale Dye', 'Amidou']",William Friedkin,60000000.0,71000000.0,1.1833333333333333
The Roommate,2011-02-04,2011,8.453293,230.0,5.3,"['Minka Kelly', 'Leighton Meester', 'Cam Gigandet', 'Aly Michalka', 'Matt Lanter', 'Danneel Ackles', 'Kat Graham', 'Shirley Norris', 'Nick Bylsma', 'Lauren Alfano', 'Billy Zane', 'Nina Dobrev', 'Tomas Arana', 'Frances Fisher', 'Alex Meraz']",Christian E. Christiansen,16000000.0,40492759.0,2.5307974375
The Dead Pool,1988-07-12,1988,7.066395,227.0,6.3,"['Clint Eastwood', 'Patricia Clarkson', 'Liam Neeson', 'Evan C. Kim', 'Jim Carrey', 'David Hunt', 'Michael Currie', 'Michael Goodwin', 'Darwin Gillett', 'Christopher P. Beale', 'John Allen Vick', 'Jeff Richmond', 'Patrick N. Van Horn', 'Sigrid Wurschmidt', 'Justin Whalin', 'Anthony Charnota']",Buddy Van Horn,20000000.0,0.0,0.0
Tadpole,2002-11-01,2002,9.203416,19.0,5.5,"['Aaron Stanford', 'Kate Mara', 'Bebe Neuwirth', 'John Ritter', 'Sigourney Weaver', 'Robert Iler', 'Peter Appel', 'Ron Rifkin', 'Alicia Van Couvering', 'Paul Butler', 'Michael Connors', 'Theo Kogan', 'Adam LeFevre', 'Hope Chernov', 'Debbon Ayer', 'Harry Kellerman', 'Reade Kelly', 'Danielle Di Vecchio', 'John Feltch', 'Henry Haile', 'Lee Brock', 'Giselle Berk', 'Steven Disomma', 'Charles Fombrun', 'Joyce Grodinsky', 'Joan Roland', 'Lou Vitale', 'Penny Winick', 'Marcia DeBonis', 'Seth Gabel', 'Ebonie Smith']",Gary Winick,150000.0,2891288.0,19.275253333333332
The Dark Half,1993-04-23,1993,13.412785,91.0,5.4,"['Timothy Hutton', 'Amy Madigan', 'Michael Rooker', 'Julie Harris', 'Robert Joy', 'Kent Broadhurst', 'Beth Grant', 'Rutanya Alda', 'Tom Mardirosian', 'Larry John Meyers', 'Patrick Brannan', 'Royal Dano', 'Glenn Colerider', 'Chelsea Field', 'Christine Forrest', 'Jeff Monahan', 'Jeff Howell', 'Rik Billock', 'David Early']",George A. Romero,15000000.0,10611160.0,0.7074106666666666
Mixed Nuts,1994-12-21,1994,2.899608,37.0,5.2,"['Steve Martin', 'Madeline Kahn', 'Robert Klein', 'Anthony LaPaglia', 'Juliette Lewis', 'Adam Sandler', 'Rob Reiner', 'Liev Schreiber', 'Rita Wilson', 'Garry Shandling', 'Joely Fisher', 'Jon Stewart', 'Parker Posey', 'Caroline Aaron']",Nora Ephron,15000000.0,0.0,0.0
The Bounty,1984-05-04,1984,7.492912,109.0,6.5,"['Mel Gibson', 'Anthony Hopkins', 'Laurence Olivier', 'Edward Fox', 'Daniel Day-Lewis', 'Bernard Hill', 'Phil Davis', 'Liam Neeson', 'Wi Kuki Kaa', 'Tevaite Vernette', 'Philip Martin Brown', 'Simon Chandler', 'Malcolm Terris', 'Simon Adams', 'John Sessions', 'Andrew Wilde', 'Neil Morrissey', 'Richard Graham', 'Dexter Fletcher', 'Pete Lee-Wilson', 'Jon Gadsby', 'Brendan Conroy', 'Barry Dransfield', 'Steve Fletcher', 'Jack May', 'Mary Kauila', 'Sharon Bower', 'Tavana']",Roger Donaldson,25000000.0,8613462.0,0.34453848
Scorned,2013-11-14,2013,2.788972,22.0,5.0,"['Viva Bianca', 'AnnaLynne McCord', 'Billy Zane', 'Juan Pablo Veza', 'Sadie Katz', 'Rich Grosso', 'Denise Glass', 'Doug Drucker']",Mark Jones,1700000.0,0.0,0.0
Safe,2012-04-16,2012,8.234382,808.0,6.3,"['Jason Statham', 'Chris Sarandon', 'James Hong', 'Catherine Chan', 'Robert John Burke', 'Anson Mount', 'Reggie Lee', 'Joseph Sikora', 'Igor Jijikine', 'Elissa Middleton', 'Jack Gwaltney', 'Barry Bradford', 'Jay Giannone', 'Laurence Covington', ""Matt O'Toole""]",Boaz Yakin,30000000.0,40346186.0,1.3448728666666667
Cruel Intentions,1999-03-05,1999,8.181065,848.0,6.6,"['Sarah Michelle Gellar', 'Ryan Phillippe', 'Reese Witherspoon', 'Selma Blair', 'Louise Fletcher', 'Joshua Jackson', 'Eric Mabius', 'Sean Patrick Thomas', 'Christine Baranski', 'Alaina Reed Hall', 'Deborah Offner', 'Tara Reid', 'Swoosie Kurtz', 'Herta Ware', 'Hiep Thi Le', ""Charlie O'Connell"", 'Fred Norris', 'Ginger Williams', 'Drew Snyder', 'Phil Hawn']",Roger Kumble,10500000.0,75902208.0,7.228781714285715
Madea's Family Reunion,2006-02-24,2006,4.304175,77.0,6.0,"['Tyler Perry', 'Blair Underwood', 'Lynn Whitfield', 'Boris Kodjoe', 'Lisa Arrindell', 'Maya Angelou', 'Rochelle Aytes', 'Jenifer Lewis', 'Tangi Miller', 'Keke Palmer', 'Henry Simmons', 'Cicely Tyson', 'China Anderson', 'Akhil Jackson', 'Alonzo Millsap', 'Georgia Allen', 'Cassi Davis', 'Leon Lamar', 'John Lawhorn', 'Afemo Omilami', 'Ryan Gentles', 'Mablean Ephriam', 'Richard Reed', 'Dale Neal', 'Michelle Griffin', 'Cedric Pendleton', 'Deanna Dawn', 'Enoch King', 'Ginnie Randall', 'C.O.C.O. Brown', 'Jennifer Sears', 'Tre Rogers', 'Shannon Eubanks', 'Emmbre Perry', 'Jeronn C. Williams', 'Dale C. Bronner', 'Derrick Simmons']",Tyler Perry,6000000.0,57231524.0,9.538587333333334
Collide,2016-08-04,2016,31.314013,164.0,5.5,"['Nicholas Hoult', 'Felicity Jones', 'Anthony Hopkins', 'Ben Kingsley', 'Marwan Kenzari', 'Aleksandar Jovanović', 'Christian Rubeck', 'Erdal Yildiz', 'Clemens Schick', 'Johnny Palmiero']",Eran Creevy,21500000.0,4811525.0,0.2237918604651163
Six Degrees of Celebration,2010-12-12,2010,2.025505,16.0,6.1,"['Ivan Urgant', 'Sergey Svetlakov', 'Elena Plaksina', 'Vera Brezhneva', 'Aleksandr Golovin', 'Kristina Asmus', 'Dato Bakhtadze', 'Sergey Garmash', 'Mariya Poroshina', 'Sergei Druzyak', 'Andrey Kislitsin', 'Dmitry Medvedev', 'Pavel Melenchuk', 'Ekaterina Vilkova', 'Artur Smolyaninov']",Timur Bekmambetov,5000000.0,22772019.0,4.5544038
The Girl on the Train,2016-10-05,2016,10.217291,1837.0,6.2,"['Emily Blunt', 'Haley Bennett', 'Rebecca Ferguson', 'Justin Theroux', 'Luke Evans', 'Allison Janney', 'Edgar Ramírez', 'Lisa Kudrow', 'Darren Goldstein', 'Laura Prepon', 'Marko Caka', 'Lana Young', 'Frank Anello', 'Alexander Jameson', 'Mauricio Ovalle', 'Mac Tavares', 'John Norris', 'Rachel Christopher', 'Gregory Morley', 'Nathan Shapiro', 'Tamiel Paynes', 'Peter Mayer-Klepchick', 'Ross Gibby', 'Guy Sparks', 'Hannah Kurczeski', 'Jalina Mercado', 'Leilah Marie Giddens', 'Athena Stuebe', 'Tod Rainey', 'Sidney Beitz', 'Danielle M. Williamson', 'Phil Oddo', 'Jesse VanDerveer', 'Tim Wiencis', 'Kevin D. McGee', 'Kristina Nichole', 'Eddie Sellner', 'Brian Esposito', 'Conor Hovis', 'Sergei Ashurov', 'Samantha Lee Johnson', 'Faith Logan', 'Doris McCarthy', 'Craig Moruzzi', 'Lynne Valley', 'Alice Niedermair']",Tate Taylor,45000000.0,173185859.0,3.8485746444444446
Atomic Blonde,2017-07-26,2017,14.455104,748.0,6.1,"['Charlize Theron', 'James McAvoy', 'Sofia Boutella', 'Eddie Marsan', 'Toby Jones', 'John Goodman', 'Til Schweiger', 'Bill Skarsgård', 'James Faulkner', 'Roland Møller', 'Sam Hargrave', 'Jóhannes Haukur Jóhannesson', 'Lili Gesler', 'Sara Natasa Szonda', 'Cale Schultz', 'Barbara Sukowa', 'Attila Árpa', 'Martin Angerbauer', 'Declan Hannigan', 'Balázs Lengyel', 'Daniel Hargrave', 'Greg Rementer', 'Daniel Bernhardt']",David Leitch,30000000.0,90007945.0,3.0002648333333335
Meet the Spartans,2008-01-24,2008,6.416753,370.0,3.8,"['Sean Maguire', 'Carmen Electra', 'Ken Davitian', 'Kevin Sorbo', 'Diedrich Bader', 'Method Man', 'Ike Barinholtz', 'Lauren Walsh', 'Tiffany Haddish', 'Travis Van Winkle']",Jason Friedberg,30000000.0,84646831.0,2.8215610333333334
Keeping the Faith,2000-04-14,2000,6.045585,161.0,5.9,"['Ben Stiller', 'Edward Norton', 'Jenna Elfman', 'Anne Bancroft', 'Eli Wallach', 'Ron Rifkin', 'Miloš Forman', 'Holland Taylor', 'Lisa Edelstein', 'Ken Leung', 'Marilyn Cooper', 'Juan Piedrahita']",Edward Norton,30000000.0,37036004.0,1.2345334666666667
Diary of a Wimpy Kid,2010-03-19,2010,12.139919,369.0,5.9,"['Zachary Gordon', 'Robert Capron', 'Rachael Harris', 'Steve Zahn', 'Devon Bostick', 'Connor Fielding', 'Owen Fielding', 'Chloë Grace Moretz', 'Karan Brar', 'Grayson Russell', 'Laine MacNeil', 'Alex Ferris', 'Andrew McNee', 'Belita Moreno', 'Rob LaBelle', 'Nicholas Carey', 'Samuel Patrick Chu', 'Donnie MacNeil', 'Samantha Page', 'Ava Hughes', 'Owen Best', 'Cainan Wiebe', 'Cole Heppell', 'Harrison Houde', 'Jennifer Clement', 'Karin Konoval', 'Raugi Yu', 'Jake D. Smith', 'Talon Dunbar', 'Naomi Dane', 'Willem Jacobson', 'Maxine Miller', 'Taya Clyne', 'Adom Osei', 'Rylee Stiles', 'Ryan Grantham', 'Brett Dier', 'Cindy Busby']",Thor Freudenthal,15000000.0,75700498.0,5.046699866666667
The Young Messiah,2016-03-10,2016,1.729199,30.0,6.4,"['Adam Greaves-Neal', 'Sara Lazzaro', 'Vincent Walsh', 'Sean Bean', 'Jonathan Bailey', 'Isabelle Adriani', 'Rory Keenan', 'Dorotea Mercuri', 'Jarreth J. Merz', 'Agni Scott', 'Paola Lavini', 'Paul Ireland', 'Matt Patresi', 'Lee Boardman', 'David Bradley', 'Christian McKay', 'Giselda Volodi']",Cyrus Nowrasteh,18500000.0,6490401.0,0.35083248648648646
Rabbit Hole,2010-12-16,2010,7.007993,167.0,6.8,"['Nicole Kidman', 'Aaron Eckhart', 'Dianne Wiest', 'Miles Teller', 'Tammy Blanchard', 'Sandra Oh', 'Giancarlo Esposito', 'Jon Tenney', 'Stephen Mailer', 'Mike Doyle', 'Roberta Wallach', 'Patricia Kalember', 'Ali Marsh', 'Yetta Gottesman', 'Colin Mitchell', 'Deidre Goodwin', 'Julie Lauren', 'Rob Campbell', 'Jay Wilkison', 'Ben Hudson', 'Salli Saffioti', 'Ursula Parker', 'Phoenix List', 'Sandi Carroll', 'Teresa Kelsey', 'Brady Parisella', 'Sara Jane Blazo', 'Marylouise Burke']",John Cameron Mitchell,5000000.0,5129058.0,1.0258116
